"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","H912h1","H912h2","H912h3","H924h1","H924h2","H924h3","gene_name","biotype"
"ENSG00000177469",3225.74239358641,1.42466328518216,0.0359703558020956,39.6065941916304,0,0,71.0564222334488,73.0974205985753,77.3067518081238,27.952617682751,27.7792038929067,27.1533176688325,"PTRF","protein_coding"
"ENSG00000147869",196055.092442197,-1.7531227273173,0.0527986073369288,-33.2039577508159,9.43873470028556e-242,8.11164860142541e-238,30.3430739468923,27.5359149586099,24.4726188766463,100.664772066607,90.7566348911528,88.5927417943795,"CER1","protein_coding"
"ENSG00000104332",10172.1173293621,1.00156291728993,0.0308583841711219,32.4567518420881,4.34984207980027e-231,2.49216952225357e-227,43.8980799456721,43.0116269562188,43.6710200152551,22.3551675257073,21.9383967475867,21.2212501836669,"SFRP1","protein_coding"
"ENSG00000113657",17730.063757897,0.804539548236386,0.0251859665283858,31.9439616236141,6.55328599042591e-224,2.81594699008602e-220,87.9772463882536,87.3338935378344,91.2689161654435,51.3687134550769,52.5473486111231,49.5172823952416,"DPYSL3","protein_coding"
"ENSG00000142156",84078.1929679018,-0.965832368536355,0.0304859093413722,-31.6812714267844,2.81434613701393e-220,9.67459628059908e-217,75.0240839346239,73.1499708650013,70.9566804064442,142.784812137218,149.061353945756,138.812393322554,"COL6A1","protein_coding"
"ENSG00000166482",6858.79664177313,-1.39486073495489,0.0463327852594514,-30.1052640618093,4.13455484673546e-199,1.18441214509482e-195,8.59089288260062,8.51644642209968,8.49268804672045,23.1802597963886,23.4444229646923,21.1551377244333,"MFAP4","protein_coding"
"ENSG00000133424",2259.47157675913,1.22261118714887,0.0409179424901611,29.8795861361517,3.62466027133607e-196,8.90009439196061e-193,10.6796393083944,10.9831983484218,11.0630570810914,4.76544495473365,4.90380074321301,4.40523201136056,"LARGE","protein_coding"
"ENSG00000163531",972.72671971317,-1.57877217703808,0.0549777960052918,-28.7165417996406,2.37154511924186e-181,5.09526468869113e-178,0.540032008430423,0.542573005655202,0.559529959337938,1.6140278040812,1.64285201026028,1.69646302196759,"NFASC","protein_coding"
"ENSG00000102271",4407.48246946797,1.00825578320669,0.0357906906676243,28.1708948444168,1.32951096190906e-174,2.53907049036588e-171,40.2291970181813,38.6818275806446,37.5295457537381,19.566626896822,19.0675725330331,19.543438040587,"KLHL4","protein_coding"
"ENSG00000158815",26438.3973624626,-1.68036848043785,0.0598568743599937,-28.0731076990708,2.08686892659113e-173,3.58691031102484e-170,2.16934054685722,2.17637196553987,2.2584337526612,7.42919500036784,7.20079900378474,6.81640533553854,"FGF17","protein_coding"
"ENSG00000106366",531.508186366124,1.70984105554912,0.0619611504118232,27.5953729745929,1.26447542819065e-167,1.97580033270372e-164,12.3315448306336,12.872643775759,12.7548235907555,4.00612848990057,3.91860149440639,3.70114465165874,"SERPINE1","protein_coding"
"ENSG00000185155",24768.4902484909,-1.0009954822571,0.0371781213117449,-26.9243158863135,1.14047051098548e-159,1.63353392856821e-156,101.232595858163,101.351826315542,95.2152871700555,202.523629851126,206.208091931771,191.089975246389,"MIXL1","protein_coding"
"ENSG00000153363",7453.06148081627,-1.59863562273765,0.0597045814492884,-26.7757613223616,6.19082966511788e-158,8.18522925261894e-155,1.43743685995845,1.45281810390911,1.43311666175025,4.48254867102966,4.48107276134805,4.28357074568277,"LINC00467","lincRNA"
"ENSG00000114270",5310.48790045027,1.07933171798846,0.0419982179876746,25.6994646369333,1.18510011570044e-145,1.45496434204708e-142,38.7642881158248,38.4148320486354,37.2492059363331,17.5618872875258,18.4343136918378,18.4212838417887,"COL7A1","protein_coding"
