"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","H924h1","H924h2","H924h3","H936h1","H936h2","H936h3","gene_name","biotype"
"ENSG00000001617",2601.21459278983,-2.36829458474442,0.0473275800040558,-50.0404750156561,0,0,6.24045647803396,6.10167308585205,5.53136564045098,30.5160638976656,29.0093405525118,31.6607728231489,"SEMA3F","protein_coding"
"ENSG00000007866",4814.6126523939,-1.77237269989675,0.0422486189158793,-41.9510210126796,0,0,13.3658128355246,14.088487891719,12.1381524749849,43.7999131836239,44.2151669617276,45.3946012931177,"TEAD3","protein_coding"
"ENSG00000008083",9037.20628091259,1.53930191609901,0.0325748748650498,47.2542695091227,0,0,44.4842913514364,46.6308238453966,43.0806513903182,15.2224384054309,15.0110623233464,15.1540284113789,"JARID2","protein_coding"
"ENSG00000009709",654.676539277403,-4.11954602053701,0.109784925813737,-37.5237856199521,0,0,0.270711816732908,0.234753512751953,0.230360202110928,4.2292274586302,4.30841178800777,4.48921258521269,"PAX7","protein_coding"
"ENSG00000010278",2996.42414144724,2.15155654073326,0.0383420625781144,56.1147835057097,0,0,42.1682028194716,42.2208004846877,41.616361581113,9.68960572254908,9.00752984726375,9.2468807453062,"CD9","protein_coding"
"ENSG00000011201",4381.88542130855,-1.86645912847284,0.0428122672293239,-43.5963626610839,0,0,5.45013175659678,5.31234222054798,5.06656786645042,19.8994109455179,18.8316871912564,18.3062882521565,"KAL1","protein_coding"
"ENSG00000013619",5724.15573855012,-6.02793015512294,0.0605023219433995,-99.6313853997559,0,0,1.01669497592801,0.958914610770121,0.877054519080948,59.3846743492565,63.7677136480838,63.0823727940241,"MAMLD1","protein_coding"
"ENSG00000018625",1674.042757522,2.83162009449301,0.0617680614008309,45.8427871989992,0,0,12.9497386954495,14.0914750075817,12.9152409281309,1.74975670225113,1.90275926158412,1.8231373065925,"ATP1A2","protein_coding"
"ENSG00000019549",1113.23737092894,-3.0708323964201,0.0620660900628158,-49.4768140430978,0,0,3.77781516876922,3.57657020844396,3.66163698999548,31.335778421796,29.9790601219261,30.4348039288735,"SNAI2","protein_coding"
"ENSG00000021645",1656.396531434,-1.87435314519113,0.0437163613178828,-42.8753237617788,0,0,1.50852475516543,1.4703967750804,1.57558742998454,5.63516716222085,5.49024325032235,5.3369248998895,"NRXN3","protein_coding"
"ENSG00000031081",1517.45492257413,-4.19477488874299,0.0750918196979005,-55.8619421611949,0,0,0.410779282589839,0.42343088036153,0.391371771339996,7.03738033784331,7.5950828686736,7.74591326691928,"ARHGAP31","protein_coding"
